Concordance,Frequency,Pmil,Verb,Count
strike by coronavirus,2,2.9999999999999997e-05,strike,1
stem coronavirus,2,2.9999999999999997e-05,stem,1
state the coronavirus,2,2.9999999999999997e-05,state,1
stabilise after coronavirus,2,2.9999999999999997e-05,stabilise,1
spread that coronavirus,2,2.9999999999999997e-05,spread,1
spread over coronavirus,2,2.9999999999999997e-05,spread,1
spread about coronavirus,2,2.9999999999999997e-05,spread,1
spread China coronavirus,2,2.9999999999999997e-05,spread,1
spot coronavirus,2,2.9999999999999997e-05,spot,1
speak about coronavirus,2,2.9999999999999997e-05,speak,1
spark coronavirus,2,2.9999999999999997e-05,spark,1
spark by coronavirus,2,2.9999999999999997e-05,spark,1
slide on coronavirus,2,2.9999999999999997e-05,slide,1
slam for coronavirus,2,2.9999999999999997e-05,slam,1
sink as coronavirus,2,2.9999999999999997e-05,sink,1
show potential coronavirus,2,2.9999999999999997e-05,show,1
show possible coronavirus,2,2.9999999999999997e-05,show,1
show how coronavirus,2,2.9999999999999997e-05,show,1
share coronavirus,2,2.9999999999999997e-05,share,1
shape whether coronavirus,2,2.9999999999999997e-05,shape,1
send the coronavirus,2,2.9999999999999997e-05,send,1
send for coronavirus,2,2.9999999999999997e-05,send,1
search # coronavirus,2,2.9999999999999997e-05,search,1
scream '' coronavirus,2,2.9999999999999997e-05,scream,1
say two coronavirus,2,2.9999999999999997e-05,say,1
say on coronavirus,2,2.9999999999999997e-05,say,1
say of coronavirus,2,2.9999999999999997e-05,say,1
say new coronavirus,2,2.9999999999999997e-05,say,1
say its coronavirus,2,2.9999999999999997e-05,say,1
say deadly coronavirus,2,2.9999999999999997e-05,say,1
rise in coronavirus,2,2.9999999999999997e-05,rise,1
rid some coronavirus,2,2.9999999999999997e-05,rid,1
revise the coronavirus,2,2.9999999999999997e-05,revise,1
reserve for coronavirus,2,2.9999999999999997e-05,reserve,1
report with coronavirus,2,2.9999999999999997e-05,report,1
report possible coronavirus,2,2.9999999999999997e-05,report,1
report positive coronavirus,2,2.9999999999999997e-05,report,1
report one coronavirus,2,2.9999999999999997e-05,report,1
report 8 coronavirus,2,2.9999999999999997e-05,report,1
replace by coronavirus,2,2.9999999999999997e-05,replace,1
reopen as coronavirus,2,2.9999999999999997e-05,reopen,1
remove coronavirus,2,2.9999999999999997e-05,remove,1
remain coronavirus,2,2.9999999999999997e-05,remain,1
relate coronavirus,2,2.9999999999999997e-05,relate,1
reel as coronavirus,2,2.9999999999999997e-05,reel,1
recreate coronavirus,2,2.9999999999999997e-05,recreate,1
recover coronavirus,2,2.9999999999999997e-05,recover,1
recover after coronavirus,2,2.9999999999999997e-05,recover,1
record coronavirus,2,2.9999999999999997e-05,record,1
recognize the coronavirus,2,2.9999999999999997e-05,recognize,1
reckon the coronavirus,2,2.9999999999999997e-05,reckon,1
read coronavirus,2,2.9999999999999997e-05,read,1
re-create the coronavirus,2,2.9999999999999997e-05,re create,2
re-create coronavirus,2,2.9999999999999997e-05,re create,2
raise its coronavirus,2,2.9999999999999997e-05,raise,1
quarantine the coronavirus,2,2.9999999999999997e-05,quarantine,1
quarantine suspected coronavirus,2,2.9999999999999997e-05,quarantine,1
quarantine Australian coronavirus,2,2.9999999999999997e-05,quarantine,1
put novel coronavirus,2,2.9999999999999997e-05,put,1
publish the coronavirus,2,2.9999999999999997e-05,publish,1
provide coronavirus,2,2.9999999999999997e-05,provide,1
provide a coronavirus,2,2.9999999999999997e-05,provide,1
promote coronavirus,2,2.9999999999999997e-05,promote,1
prevent Chinese coronavirus,2,2.9999999999999997e-05,prevent,1
present coronavirus,2,2.9999999999999997e-05,present,1
plunge as coronavirus,2,2.9999999999999997e-05,plunge,1
place suspected coronavirus,2,2.9999999999999997e-05,place,1
place in coronavirus,2,2.9999999999999997e-05,place,1
pertain to coronavirus,2,2.9999999999999997e-05,pertain,1
pass on coronavirus,2,2.9999999999999997e-05,pass,1
panick over coronavirus,2,2.9999999999999997e-05,panick,1
panick about coronavirus,2,2.9999999999999997e-05,panick,1
offer coronavirus,2,2.9999999999999997e-05,offer,1
need coronavirus,2,2.9999999999999997e-05,need,1
name the coronavirus,2,2.9999999999999997e-05,name,1
move coronavirus,2,2.9999999999999997e-05,move,1
mount over coronavirus,2,2.9999999999999997e-05,mount,1
monitor new coronavirus,2,2.9999999999999997e-05,monitor,1
monitor global coronavirus,2,2.9999999999999997e-05,monitor,1
monitor a coronavirus,2,2.9999999999999997e-05,monitor,1
"monitor "" coronavirus",2,2.9999999999999997e-05,monitor,1
mock the coronavirus,2,2.9999999999999997e-05,mock,1
mitigate the coronavirus,2,2.9999999999999997e-05,mitigate,1
mitigate coronavirus,2,2.9999999999999997e-05,mitigate,1
mirror the coronavirus,2,2.9999999999999997e-05,mirror,1
mimic the coronavirus,2,2.9999999999999997e-05,mimic,1
mention coronavirus,2,2.9999999999999997e-05,mention,1
mean that coronavirus,2,2.9999999999999997e-05,mean,1
manage novel coronavirus,2,2.9999999999999997e-05,manage,1
manage new coronavirus,2,2.9999999999999997e-05,manage,1
make novel coronavirus,2,2.9999999999999997e-05,make,1
make for coronavirus,2,2.9999999999999997e-05,make,1
look past coronavirus,2,2.9999999999999997e-05,look,1
link the coronavirus,2,2.9999999999999997e-05,link,1
link coronavirus,2,2.9999999999999997e-05,link,1
link China coronavirus,2,2.9999999999999997e-05,link,1
linger coronavirus,2,2.9999999999999997e-05,linger,1
let the coronavirus,2,2.9999999999999997e-05,let,1
learn from coronavirus,2,2.9999999999999997e-05,learn,1
learn about coronavirus,2,2.9999999999999997e-05,learn,1
know what coronavirus,2,2.9999999999999997e-05,know,1
know the coronavirus,2,2.9999999999999997e-05,know,1
know that coronavirus,2,2.9999999999999997e-05,know,1
know novel coronavirus,2,2.9999999999999997e-05,know,1
know if coronavirus,2,2.9999999999999997e-05,know,1
kill human coronavirus,2,2.9999999999999997e-05,kill,1
kill from coronavirus,2,2.9999999999999997e-05,kill,1
kill by coronavirus,2,2.9999999999999997e-05,kill,1
joke about coronavirus,2,2.9999999999999997e-05,joke,1
issue coronavirus,2,2.9999999999999997e-05,issue,1
isolate the coronavirus,2,2.9999999999999997e-05,isolate,1
isolate suspected coronavirus,2,2.9999999999999997e-05,isolate,1
isolate over coronavirus,2,2.9999999999999997e-05,isolate,1
involve a coronavirus,2,2.9999999999999997e-05,involve,1
introduce coronavirus,2,2.9999999999999997e-05,introduce,1
intensify the coronavirus,2,2.9999999999999997e-05,intensify,1
intensify coronavirus,2,2.9999999999999997e-05,intensify,1
inform about coronavirus,2,2.9999999999999997e-05,inform,1
infect from coronavirus,2,2.9999999999999997e-05,infect,1
indicate coronavirus,2,2.9999999999999997e-05,indicate,1
include new coronavirus,2,2.9999999999999997e-05,include,1
include a coronavirus,2,2.9999999999999997e-05,include,1
inactivate the coronavirus,2,2.9999999999999997e-05,inactivate,1
import the coronavirus,2,2.9999999999999997e-05,import,1
identify another coronavirus,2,2.9999999999999997e-05,identify,1
identify a coronavirus,2,2.9999999999999997e-05,identify,1
host coronavirus,2,2.9999999999999997e-05,host,1
hospitalize with coronavirus,2,2.9999999999999997e-05,hospitalize,1
hospitalise with coronavirus,2,2.9999999999999997e-05,hospitalise,1
hit from coronavirus,2,2.9999999999999997e-05,hit,1
hijack the coronavirus,2,2.9999999999999997e-05,hijack,1
help treat coronavirus,2,2.9999999999999997e-05,help treat,2
help tackle coronavirus,2,2.9999999999999997e-05,help tackle,2
help develop coronavirus,2,2.9999999999999997e-05,help develop,2
heighten coronavirus,2,2.9999999999999997e-05,heighten,1
hear about coronavirus,2,2.9999999999999997e-05,hear,1
headline-grab coronavirus,2,2.9999999999999997e-05,headline grab,2
head coronavirus,2,2.9999999999999997e-05,head,1
have warn coronavirus,2,2.9999999999999997e-05,have warn,2
have show coronavirus,2,2.9999999999999997e-05,have show,2
have see coronavirus,2,2.9999999999999997e-05,have see,2
have develop coronavirus,2,2.9999999999999997e-05,have develop,2
have # coronavirus,2,2.9999999999999997e-05,have,1
handle suspect coronavirus,2,2.9999999999999997e-05,handle suspect,2
handle potential coronavirus,2,2.9999999999999997e-05,handle,1
handle possible coronavirus,2,2.9999999999999997e-05,handle,1
handle novel coronavirus,2,2.9999999999999997e-05,handle,1
halt as coronavirus,2,2.9999999999999997e-05,halt,1
grow novel coronavirus,2,2.9999999999999997e-05,grow,1
give you coronavirus,2,2.9999999999999997e-05,give,1
give to coronavirus,2,2.9999999999999997e-05,give,1
give her coronavirus,2,2.9999999999999997e-05,give,1
get through coronavirus,2,2.9999999999999997e-05,get,1
gauge the coronavirus,2,2.9999999999999997e-05,gauge,1
fund coronavirus,2,2.9999999999999997e-05,fund,1
fret about coronavirus,2,2.9999999999999997e-05,fret,1
follow China coronavirus,2,2.9999999999999997e-05,follow,1
flee Wuhan coronavirus,2,2.9999999999999997e-05,flee,1
fill with coronavirus,2,2.9999999999999997e-05,fill,1
fight off coronavirus,2,2.9999999999999997e-05,fight,1
fight new coronavirus,2,2.9999999999999997e-05,fight,1
fight infectious coronavirus,2,2.9999999999999997e-05,fight,1
fight fatal coronavirus,2,2.9999999999999997e-05,fight,1
fight a coronavirus,2,2.9999999999999997e-05,fight,1
fall follow coronavirus,2,2.9999999999999997e-05,fall follow,2
fall amid coronavirus,2,2.9999999999999997e-05,fall,1
express know coronavirus,2,2.9999999999999997e-05,express know,2
export the coronavirus,2,2.9999999999999997e-05,export,1
exploit coronavirus,2,2.9999999999999997e-05,exploit,1
explain that coronavirus,2,2.9999999999999997e-05,explain,1
experience any coronavirus,2,2.9999999999999997e-05,experience,1
experience a coronavirus,2,2.9999999999999997e-05,experience,1
expect more coronavirus,2,2.9999999999999997e-05,expect,1
expand Chinese coronavirus,2,2.9999999999999997e-05,expand,1
exhibit any coronavirus,2,2.9999999999999997e-05,exhibit,1
examine the coronavirus,2,2.9999999999999997e-05,examine,1
evacuate from coronavirus,2,2.9999999999999997e-05,evacuate,1
evacuate amid coronavirus,2,2.9999999999999997e-05,evacuate,1
establish a coronavirus,2,2.9999999999999997e-05,establish,1
ensure coronavirus,2,2.9999999999999997e-05,ensure,1
encounter coronavirus,2,2.9999999999999997e-05,encounter,1
encompass coronavirus,2,2.9999999999999997e-05,encompass,1
emerge Wuhan coronavirus,2,2.9999999999999997e-05,emerge,1
dub the coronavirus,2,2.9999999999999997e-05,dub,1
document coronavirus,2,2.9999999999999997e-05,document,1
display coronavirus,2,2.9999999999999997e-05,display,1
discuss whether coronavirus,2,2.9999999999999997e-05,discuss,1
discuss novel coronavirus,2,2.9999999999999997e-05,discuss,1
discuss how coronavirus,2,2.9999999999999997e-05,discuss,1
differentiate coronavirus,2,2.9999999999999997e-05,differentiate,1
diagnose as coronavirus,2,2.9999999999999997e-05,diagnose,1
diagnose a coronavirus,2,2.9999999999999997e-05,diagnose,1
diagnose Chinese coronavirus,2,2.9999999999999997e-05,diagnose,1
deter coronavirus,2,2.9999999999999997e-05,deter,1
detect this coronavirus,2,2.9999999999999997e-05,detect,1
detect new coronavirus,2,2.9999999999999997e-05,detect,1
detect for coronavirus,2,2.9999999999999997e-05,detect,1
detect any coronavirus,2,2.9999999999999997e-05,detect,1
detect Chinese coronavirus,2,2.9999999999999997e-05,detect,1
defy coronavirus,2,2.9999999999999997e-05,defy,1
define coronavirus,2,2.9999999999999997e-05,define,1
deem the coronavirus,2,2.9999999999999997e-05,deem,1
declare this coronavirus,2,2.9999999999999997e-05,declare,1
deal coronavirus,2,2.9999999999999997e-05,deal,1
cure of coronavirus,2,2.9999999999999997e-05,cure,1
create after coronavirus,2,2.9999999999999997e-05,create,1
control new coronavirus,2,2.9999999999999997e-05,control,1
contract this coronavirus,2,2.9999999999999997e-05,contract,1
contract new coronavirus,2,2.9999999999999997e-05,contract,1
contract Chinese coronavirus,2,2.9999999999999997e-05,contract,1
contact the coronavirus,2,2.9999999999999997e-05,contact,1
connect with coronavirus,2,2.9999999999999997e-05,connect,1
connect the coronavirus,2,2.9999999999999997e-05,connect,1
confirm of coronavirus,2,2.9999999999999997e-05,confirm,1
confirm no coronavirus,2,2.9999999999999997e-05,confirm,1
confirm five coronavirus,2,2.9999999999999997e-05,confirm,1
confirm case coronavirus,2,2.9999999999999997e-05,confirm,1
confirm UK coronavirus,2,2.9999999999999997e-05,confirm,1
confirm U.S. coronavirus,2,2.9999999999999997e-05,confirm,1
concern with coronavirus,2,2.9999999999999997e-05,concern,1
come after coronavirus,2,2.9999999999999997e-05,come,1
combat a coronavirus,2,2.9999999999999997e-05,combat,1
combat Wuhan coronavirus,2,2.9999999999999997e-05,combat,1
cloud by coronavirus,2,2.9999999999999997e-05,cloud,1
close if coronavirus,2,2.9999999999999997e-05,close,1
close amid coronavirus,2,2.9999999999999997e-05,close,1
cleave a coronavirus,2,2.9999999999999997e-05,cleave,1
claim that coronavirus,2,2.9999999999999997e-05,claim,1
claim deadly coronavirus,2,2.9999999999999997e-05,claim,1
claim a coronavirus,2,2.9999999999999997e-05,claim,1
choose as coronavirus,2,2.9999999999999997e-05,choose,1
check the coronavirus,2,2.9999999999999997e-05,check,1
cheat coronavirus,2,2.9999999999999997e-05,cheat,1
cheat airport coronavirus,2,2.9999999999999997e-05,cheat,1
characterize the coronavirus,2,2.9999999999999997e-05,characterize,1
change its coronavirus,2,2.9999999999999997e-05,change,1
cause coronavirus,2,2.9999999999999997e-05,cause,1
categorize the coronavirus,2,2.9999999999999997e-05,categorize,1
catch a coronavirus,2,2.9999999999999997e-05,catch,1
carry out coronavirus,2,2.9999999999999997e-05,carry,1
carry novel coronavirus,2,2.9999999999999997e-05,carry,1
call Wuhan coronavirus,2,2.9999999999999997e-05,call,1
calculate the coronavirus,2,2.9999999999999997e-05,calculate,1
break UK coronavirus,2,2.9999999999999997e-05,break,1
block coronavirus,2,2.9999999999999997e-05,block,1
beat coronavirus,2,2.9999999999999997e-05,beat,1
be underestimate coronavirus,2,2.9999999999999997e-05,be underestimate,2
be suspected coronavirus,2,2.9999999999999997e-05,be,1
be over coronavirus,2,2.9999999999999997e-05,be,1
be of coronavirus,2,2.9999999999999997e-05,be,1
be name coronavirus,2,2.9999999999999997e-05,be name,2
be handle coronavirus,2,2.9999999999999997e-05,be handle,2
be get coronavirus,2,2.9999999999999997e-05,be get,2
be four coronavirus,2,2.9999999999999997e-05,be,1
be fight coronavirus,2,2.9999999999999997e-05,be fight,2
be exploit coronavirus,2,2.9999999999999997e-05,be exploit,2
be consider coronavirus,2,2.9999999999999997e-05,be consider,2
be carry coronavirus,2,2.9999999999999997e-05,be carry,2
be call coronavirus,2,2.9999999999999997e-05,be call,2
be battle coronavirus,2,2.9999999999999997e-05,be battle,2
be await coronavirus,2,2.9999999999999997e-05,be await,2
be about coronavirus,2,2.9999999999999997e-05,be,1
be China coronavirus,2,2.9999999999999997e-05,be,1
battle with coronavirus,2,2.9999999999999997e-05,battle,1
attend to coronavirus,2,2.9999999999999997e-05,attend,1
assume that coronavirus,2,2.9999999999999997e-05,assume,1
assist with coronavirus,2,2.9999999999999997e-05,assist,1
assist coronavirus,2,2.9999999999999997e-05,assist,1
assess the coronavirus,2,2.9999999999999997e-05,assess,1
arrive in coronavirus,2,2.9999999999999997e-05,arrive,1
arrest coronavirus,2,2.9999999999999997e-05,arrest,1
arise from coronavirus,2,2.9999999999999997e-05,arise,1
appear the coronavirus,2,2.9999999999999997e-05,appear,1
apologize for coronavirus,2,2.9999999999999997e-05,apologize,1
answer about coronavirus,2,2.9999999999999997e-05,answer,1
announce that coronavirus,2,2.9999999999999997e-05,announce,1
analyse the coronavirus,2,2.9999999999999997e-05,analyse,1
aid Hubei coronavirus,2,2.9999999999999997e-05,aid,1
afflict with coronavirus,2,2.9999999999999997e-05,afflict,1
affect coronavirus,2,2.9999999999999997e-05,affect,1
address Wuhan coronavirus,2,2.9999999999999997e-05,address,1
address China coronavirus,2,2.9999999999999997e-05,address,1
accelerate coronavirus,2,2.9999999999999997e-05,accelerate,1
write the coronavirus,1,2e-05,write,1
"write , coronavirus",1,2e-05,write,1
worsen amid coronavirus,1,2e-05,worsen,1
work through coronavirus,1,2e-05,work,1
wonder how coronavirus,1,2e-05,wonder,1
withstand the coronavirus,1,2e-05,withstand,1
withstand more coronavirus,1,2e-05,withstand,1
wipe off coronavirus,1,2e-05,wipe,1
wipe fight coronavirus,1,2e-05,wipe fight,2
win the coronavirus,1,2e-05,win,1
widen the coronavirus,1,2e-05,widen,1
widen and coronavirus,1,2e-05,widen,1
widen Wuhan coronavirus,1,2e-05,widen,1
weigh declare coronavirus,1,2e-05,weigh declare,2
weather Wuhan coronavirus,1,2e-05,weather,1
wear coronavirus,1,2e-05,wear,1
weaken as coronavirus,1,2e-05,weaken,1
watch to coronavirus,1,2e-05,watch,1
watch this coronavirus,1,2e-05,watch,1
warn new coronavirus,1,2e-05,warn,1
warn more coronavirus,1,2e-05,warn,1
warn killer coronavirus,1,2e-05,warn,1
warn in coronavirus,1,2e-05,warn,1
warn for coronavirus,1,2e-05,warn,1
warn as coronavirus,1,2e-05,warn,1
warn after coronavirus,1,2e-05,warn,1
warn a coronavirus,1,2e-05,warn,1
warn Chinese coronavirus,1,2e-05,warn,1
want novel coronavirus,1,2e-05,want,1
wane on coronavirus,1,2e-05,wane,1
wait out coronavirus,1,2e-05,wait,1
"wait , coronavirus",1,2e-05,wait,1
visit the coronavirus,1,2e-05,visit,1
visit student coronavirus,1,2e-05,visit,1
view coronavirus,1,2e-05,view,1
verify novel coronavirus,1,2e-05,verify,1
verify if coronavirus,1,2e-05,verify,1
vaccinate against coronavirus,1,2e-05,vaccinate,1
utilize the coronavirus,1,2e-05,utilize,1
use if coronavirus,1,2e-05,use,1
use against coronavirus,1,2e-05,use,1
use China coronavirus,1,2e-05,use,1
urge strengthen coronavirus,1,2e-05,urge strengthen,2
upset Wuhan coronavirus,1,2e-05,upset,1
upgrade coronavirus,1,2e-05,upgrade,1
update new coronavirus,1,2e-05,update,1
update after coronavirus,1,2e-05,update,1
unravel China coronavirus,1,2e-05,unravel,1
unleash patented coronavirus,1,2e-05,unleash,1
unfold of coronavirus,1,2e-05,unfold,1
unfold Wuhan coronavirus,1,2e-05,unfold,1
unfaze as coronavirus,1,2e-05,unfaze,1
undo by coronavirus,1,2e-05,undo,1
undertake coronavirus,1,2e-05,undertake,1
understate the coronavirus,1,2e-05,understate,1
understand what coronavirus,1,2e-05,understand,1
understand novel coronavirus,1,2e-05,understand,1
understand new coronavirus,1,2e-05,understand,1
understand about coronavirus,1,2e-05,understand,1
understand Wuhan coronavirus,1,2e-05,understand,1
understand China coronavirus,1,2e-05,understand,1
underperform on coronavirus,1,2e-05,underperform,1
undergo coronavirus,1,2e-05,undergo,1
undergo a coronavirus,1,2e-05,undergo,1
underestimate the coronavirus,1,2e-05,underestimate,1
uncover potential coronavirus,1,2e-05,uncover,1
tweet that coronavirus,1,2e-05,tweet,1
tweet on coronavirus,1,2e-05,tweet,1
tweet daily coronavirus,1,2e-05,tweet,1
turn into coronavirus,1,2e-05,turn,1
turn coronavirus,1,2e-05,turn,1
tumble on coronavirus,1,2e-05,tumble,1
try the coronavirus,1,2e-05,try,1
trouble by coronavirus,1,2e-05,trouble,1
trigger Wuhan coronavirus,1,2e-05,trigger,1
treat new coronavirus,1,2e-05,treat,1
treat human coronavirus,1,2e-05,treat,1
treat deadly coronavirus,1,2e-05,treat,1
treat another coronavirus,1,2e-05,treat,1
treat [ coronavirus,1,2e-05,treat,1
treat SARS coronavirus,1,2e-05,treat,1
treat Paris coronavirus,1,2e-05,treat,1
travel after coronavirus,1,2e-05,travel,1
trap over coronavirus,1,2e-05,trap,1
transport suspected coronavirus,1,2e-05,transport,1
transport British coronavirus,1,2e-05,transport,1
transmit Sars coronavirus,1,2e-05,transmit,1
transmit SARS-CoV-like coronavirus,1,2e-05,transmit,1
transfer of coronavirus,1,2e-05,transfer,1
transfer a coronavirus,1,2e-05,transfer,1
train on coronavirus,1,2e-05,train,1
trace novel coronavirus,1,2e-05,trace,1
tout coronavirus,1,2e-05,tout,1
tout company coronavirus,1,2e-05,tout,1
tie to coronavirus,1,2e-05,tie,1
think more coronavirus,1,2e-05,think,1
think if coronavirus,1,2e-05,think,1
test the coronavirus,1,2e-05,test,1
test potential coronavirus,1,2e-05,test,1
test on coronavirus,1,2e-05,test,1
test of coronavirus,1,2e-05,test,1
test if coronavirus,1,2e-05,test,1
test by coronavirus,1,2e-05,test,1
test a coronavirus,1,2e-05,test,1
terrify in coronavirus,1,2e-05,terrify,1
term SARS-associated coronavirus,1,2e-05,term,1
tell of coronavirus,1,2e-05,tell,1
tell if coronavirus,1,2e-05,tell,1
tell about coronavirus,1,2e-05,tell,1
